,Hypertension,Diabetes,Heartproblems,Stroke,Dementia,Pregnancy,Stunting,Menopouse
2010,1.32,0.72,1.57,0.27,0.11666666666666665,0.3333333333332333,0.4666666666666666,0.2592592592592334
2011,1.3215844155844156,0.7210909090909091,1.5714025974025974,0.2703636363636363,0.11684848484848467,0.33367965367955377,0.46636363636363615,0.2594949494949236
2012,1.327922077922078,0.7254545454545455,1.577012987012987,0.2718181818181818,0.11757575757575736,0.33506493506483614,0.46515151515151504,0.2604377104376847
2013,1.342181818181818,0.7352727272727273,1.5896363636363635,0.2750909090909091,0.11921212121212099,0.3381818181817217,0.46242424242424224,0.2625589225588975
2014,1.3675324675324676,0.7527272727272727,1.6120779220779222,0.2809090909090909,0.12212121212121203,0.3437229437228515,0.45757575757575736,0.26632996632994244
2015,1.4071428571428573,0.78,1.6471428571428572,0.29,0.12666666666666646,0.3523809523808665,0.4499999999999999,0.27222222222219994
2016,1.4641818181818185,0.8192727272727273,1.6976363636363636,0.3030909090909091,0.13321212121212098,0.36484848484840837,0.43909090909090914,0.2807070707070508
2017,1.5418181818181818,0.8727272727272728,1.7663636363636364,0.3209090909090909,0.1421212121212121,0.381818181818118,0.4242424242424242,0.2922558922558755
2018,1.6432207792207791,0.9425454545454546,1.85612987012987,0.3441818181818182,0.15375757575757576,0.40398268398263665,0.4048484848484848,0.30734006734005515
2019,1.7715584415584416,1.030909090909091,1.96974025974026,0.3736363636363636,0.16848484848484852,0.43203463203460607,0.38030303030303014,0.3264309764309697
2020,1.93,1.14,2.11,0.41,0.18666666666666668,0.4666666666666666,0.35,0.35
2021,2.0884415584415583,1.2490909090909093,2.25025974025974,0.4463636363636364,0.2048484848484846,0.5012987012987272,0.3196969696969697,0.37356902356903027
2022,2.246883116883117,1.3581818181818184,2.3905194805194805,0.4827272727272728,0.22303030303030283,0.535930735930788,0.2893939393939393,0.39713804713806067
2023,2.405324675324675,1.4672727272727275,2.530779220779221,0.5190909090909092,0.24121212121212104,0.5705627705628482,0.25909090909090904,0.42070707070709074
2024,2.563766233766233,1.5763636363636366,2.6710389610389607,0.5554545454545454,0.2593939393939392,0.6051948051949091,0.22878787878787868,0.44427609427612114
2025,2.722207792207792,1.6854545454545455,2.8112987012987007,0.5918181818181818,0.2775757575757575,0.6398268398269696,0.19848484848484832,0.46784511784515137
2026,2.8806493506493505,1.7945454545454549,2.951558441558441,0.6281818181818182,0.2957575757575756,0.67445887445903,0.16818181818181804,0.49141414141418177
2027,3.0390909090909086,1.903636363636364,3.0918181818181814,0.6645454545454546,0.31393939393939385,0.7090909090910907,0.13787878787878788,0.5149831649832121
2028,3.197532467532467,2.012727272727273,3.232077922077921,0.7009090909090909,0.332121212121212,0.7437229437231514,0.10757575757575757,0.5385521885522424
2029,3.3559740259740254,2.121818181818182,3.372337662337661,0.7372727272727273,0.3503030303030302,0.778354978355212,0.07727272727272723,0.5621212121212725
2030,3.514415584415584,2.2309090909090914,3.512597402597402,0.7736363636363637,0.3684848484848484,0.8129870129872728,0.0469696969696969,0.5856902356903031
